,tradedate,tradetime,secid,rate,clearing,date
776,2022-02-28,18:44:00,USD/RUB,98.132,vk,2022-02-28
779,2022-03-01,18:44:00,CAD/RUB,78.835,vk,2022-03-01
780,2022-03-01,18:44:00,CHF/RUB,108.7819,vk,2022-03-01
781,2022-03-01,18:44:00,CNY/RUB,15.8477,vk,2022-03-01
782,2022-03-01,18:44:00,EUR/RUB,111.4805,vk,2022-03-01
783,2022-03-01,18:44:00,GBP/RUB,133.7431,vk,2022-03-01
784,2022-03-01,18:44:00,HKD/RUB,12.7965,vk,2022-03-01
786,2022-03-01,18:44:00,JPY/RUB,0.87107,vk,2022-03-01
787,2022-03-01,18:44:00,TRY/RUB,7.2123,vk,2022-03-01
795,2022-03-01,18:44:00,USD/RUB,100.0337,vk,2022-03-01
798,2022-03-02,18:44:00,CAD/RUB,84.0457,vk,2022-03-02
799,2022-03-02,18:44:00,CHF/RUB,115.5897,vk,2022-03-02
800,2022-03-02,18:44:00,CNY/RUB,16.8831,vk,2022-03-02
801,2022-03-02,18:44:00,EUR/RUB,115.7085,vk,2022-03-02
802,2022-03-02,18:44:00,GBP/RUB,142.19,vk,2022-03-02
803,2022-03-02,18:44:00,HKD/RUB,13.6533,vk,2022-03-02
805,2022-03-02,18:44:00,JPY/RUB,0.92376,vk,2022-03-02
806,2022-03-02,18:44:00,TRY/RUB,7.5933,vk,2022-03-02
814,2022-03-02,18:44:00,USD/RUB,106.6708,vk,2022-03-02
817,2022-03-03,18:44:00,CAD/RUB,86.0947,vk,2022-03-03
818,2022-03-03,18:44:00,CHF/RUB,118.451,vk,2022-03-03
819,2022-03-03,18:44:00,CNY/RUB,17.247,vk,2022-03-03
820,2022-03-03,18:44:00,EUR/RUB,120.25,vk,2022-03-03
821,2022-03-03,18:44:00,GBP/RUB,145.5635,vk,2022-03-03
822,2022-03-03,18:44:00,HKD/RUB,13.9483,vk,2022-03-03
824,2022-03-03,18:44:00,JPY/RUB,0.94306,vk,2022-03-03
825,2022-03-03,18:44:00,TRY/RUB,7.7178,vk,2022-03-03
833,2022-03-03,18:44:00,USD/RUB,109.0045,vk,2022-03-03
836,2022-03-04,18:44:00,CAD/RUB,82.3716,vk,2022-03-04
837,2022-03-04,18:44:00,CHF/RUB,114.5028,vk,2022-03-04
838,2022-03-04,18:44:00,CNY/RUB,16.6477,vk,2022-03-04
839,2022-03-04,18:44:00,EUR/RUB,115.3565,vk,2022-03-04
840,2022-03-04,18:44:00,GBP/RUB,139.0108,vk,2022-03-04
841,2022-03-04,18:44:00,HKD/RUB,13.4607,vk,2022-03-04
843,2022-03-04,18:44:00,JPY/RUB,0.91542,vk,2022-03-04
844,2022-03-04,18:44:00,TRY/RUB,7.4365,vk,2022-03-04
852,2022-03-04,18:44:00,USD/RUB,105.2132,vk,2022-03-04
855,2022-03-09,18:44:00,CAD/RUB,93.5788,vk,2022-03-09
856,2022-03-09,18:44:00,CHF/RUB,129.3123,vk,2022-03-09
857,2022-03-09,18:44:00,CNY/RUB,18.9714,vk,2022-03-09
858,2022-03-09,18:44:00,EUR/RUB,125.0,vk,2022-03-09
859,2022-03-09,18:44:00,GBP/RUB,157.8727,vk,2022-03-09
860,2022-03-09,18:44:00,HKD/RUB,15.3268,vk,2022-03-09
862,2022-03-09,18:44:00,JPY/RUB,1.03577,vk,2022-03-09
863,2022-03-09,18:44:00,TRY/RUB,8.2188,vk,2022-03-09
871,2022-03-09,18:44:00,USD/RUB,119.8557,vk,2022-03-09
874,2022-03-10,18:44:00,CAD/RUB,93.1661,vk,2022-03-10
875,2022-03-10,18:44:00,CHF/RUB,128.1561,vk,2022-03-10
876,2022-03-10,18:44:00,CNY/RUB,18.8215,vk,2022-03-10
877,2022-03-10,18:44:00,EUR/RUB,125.0,vk,2022-03-10
878,2022-03-10,18:44:00,GBP/RUB,156.3206,vk,2022-03-10
879,2022-03-10,18:44:00,HKD/RUB,15.2126,vk,2022-03-10
881,2022-03-10,18:44:00,JPY/RUB,1.02566,vk,2022-03-10
882,2022-03-10,18:44:00,TRY/RUB,8.0723,vk,2022-03-10
890,2022-03-10,18:44:00,USD/RUB,118.9917,vk,2022-03-10
893,2022-03-11,18:44:00,CAD/RUB,90.7953,vk,2022-03-11
894,2022-03-11,18:44:00,CHF/RUB,123.621,vk,2022-03-11
895,2022-03-11,18:44:00,CNY/RUB,18.2044,vk,2022-03-11
896,2022-03-11,18:44:00,EUR/RUB,121.5333,vk,2022-03-11
897,2022-03-11,18:44:00,GBP/RUB,150.8578,vk,2022-03-11
898,2022-03-11,18:44:00,HKD/RUB,14.7323,vk,2022-03-11
900,2022-03-11,18:44:00,JPY/RUB,0.98601,vk,2022-03-11
901,2022-03-11,18:44:00,TRY/RUB,7.7186,vk,2022-03-11
909,2022-03-11,18:44:00,USD/RUB,115.31,vk,2022-03-11
912,2022-03-14,18:44:00,CAD/RUB,88.9619,vk,2022-03-14
913,2022-03-14,18:44:00,CHF/RUB,121.3389,vk,2022-03-14
914,2022-03-14,18:44:00,GBP/RUB,148.1093,vk,2022-03-14
915,2022-03-14,18:44:00,JPY/RUB,0.96156,vk,2022-03-14
916,2022-03-14,18:44:00,TRY/RUB,7.6574,vk,2022-03-14
917,2022-03-14,18:44:00,USD/RUB,114.2125,vk,2022-03-14
918,2022-03-15,18:44:00,CAD/RUB,85.6465,vk,2022-03-15
919,2022-03-15,18:44:00,CHF/RUB,116.7551,vk,2022-03-15
920,2022-03-15,18:44:00,GBP/RUB,143.4701,vk,2022-03-15
921,2022-03-15,18:44:00,JPY/RUB,0.92928,vk,2022-03-15
922,2022-03-15,18:44:00,TRY/RUB,7.488,vk,2022-03-15
923,2022-03-15,18:44:00,USD/RUB,109.5004,vk,2022-03-15
924,2022-03-16,18:44:00,CAD/RUB,85.1982,vk,2022-03-16
925,2022-03-16,18:44:00,CHF/RUB,115.1514,vk,2022-03-16
926,2022-03-16,18:44:00,GBP/RUB,142.0493,vk,2022-03-16
927,2022-03-16,18:44:00,JPY/RUB,0.91576,vk,2022-03-16
928,2022-03-16,18:44:00,TRY/RUB,7.3925,vk,2022-03-16
929,2022-03-16,18:44:00,USD/RUB,108.01,vk,2022-03-16
930,2022-03-17,18:44:00,CAD/RUB,81.9884,vk,2022-03-17
931,2022-03-17,18:44:00,CHF/RUB,110.7873,vk,2022-03-17
932,2022-03-17,18:44:00,GBP/RUB,136.2947,vk,2022-03-17
933,2022-03-17,18:44:00,JPY/RUB,0.87473,vk,2022-03-17
934,2022-03-17,18:44:00,TRY/RUB,7.0778,vk,2022-03-17
935,2022-03-17,18:44:00,USD/RUB,103.7645,vk,2022-03-17
936,2022-03-18,18:44:00,CAD/RUB,82.5712,vk,2022-03-18
937,2022-03-18,18:44:00,CHF/RUB,111.6699,vk,2022-03-18
938,2022-03-18,18:44:00,GBP/RUB,137.3321,vk,2022-03-18
939,2022-03-18,18:44:00,JPY/RUB,0.87539,vk,2022-03-18
940,2022-03-18,18:44:00,TRY/RUB,7.0686,vk,2022-03-18
941,2022-03-18,18:44:00,USD/RUB,104.37,vk,2022-03-18
942,2022-03-21,18:44:00,CAD/RUB,82.6382,vk,2022-03-21
943,2022-03-21,18:44:00,CHF/RUB,111.837,vk,2022-03-21
944,2022-03-21,18:44:00,GBP/RUB,137.3337,vk,2022-03-21
945,2022-03-21,18:44:00,JPY/RUB,0.87301,vk,2022-03-21
946,2022-03-21,18:44:00,TRY/RUB,7.0084,vk,2022-03-21
947,2022-03-21,18:44:00,USD/RUB,104.0084,vk,2022-03-21
948,2022-03-22,18:44:00,CAD/RUB,82.1099,vk,2022-03-22
949,2022-03-22,18:44:00,CHF/RUB,111.0436,vk,2022-03-22
950,2022-03-22,18:44:00,GBP/RUB,137.1519,vk,2022-03-22
951,2022-03-22,18:44:00,JPY/RUB,0.85761,vk,2022-03-22
952,2022-03-22,18:44:00,TRY/RUB,6.9868,vk,2022-03-22
953,2022-03-22,18:44:00,USD/RUB,103.557,vk,2022-03-22
954,2022-03-23,18:44:00,CAD/RUB,78.8899,vk,2022-03-23
955,2022-03-23,18:44:00,CHF/RUB,106.3059,vk,2022-03-23
956,2022-03-23,18:44:00,GBP/RUB,130.8194,vk,2022-03-23
957,2022-03-23,18:44:00,JPY/RUB,0.81823,vk,2022-03-23
958,2022-03-23,18:44:00,TRY/RUB,6.6865,vk,2022-03-23
959,2022-03-23,18:44:00,USD/RUB,99.0463,vk,2022-03-23
960,2022-03-24,18:44:00,CAD/RUB,76.856,vk,2022-03-24
961,2022-03-24,18:44:00,CHF/RUB,103.3911,vk,2022-03-24
962,2022-03-24,18:44:00,GBP/RUB,126.9072,vk,2022-03-24
963,2022-03-24,18:44:00,JPY/RUB,0.78926,vk,2022-03-24
964,2022-03-24,18:44:00,TRY/RUB,6.4892,vk,2022-03-24
965,2022-03-24,18:44:00,USD/RUB,96.2468,vk,2022-03-24
966,2022-03-25,18:44:00,CAD/RUB,76.8734,vk,2022-03-25
967,2022-03-25,18:44:00,CHF/RUB,103.3956,vk,2022-03-25
968,2022-03-25,18:44:00,GBP/RUB,126.8555,vk,2022-03-25
969,2022-03-25,18:44:00,JPY/RUB,0.78837,vk,2022-03-25
970,2022-03-25,18:44:00,TRY/RUB,6.4799,vk,2022-03-25
971,2022-03-25,18:44:00,USD/RUB,96.0917,vk,2022-03-25
972,2022-03-28,18:44:00,CAD/RUB,71.8837,vk,2022-03-28
973,2022-03-28,18:44:00,CHF/RUB,96.5519,vk,2022-03-28
974,2022-03-28,18:44:00,GBP/RUB,118.1174,vk,2022-03-28
975,2022-03-28,18:44:00,JPY/RUB,0.73124,vk,2022-03-28
976,2022-03-28,18:44:00,TRY/RUB,6.0783,vk,2022-03-28
977,2022-03-28,18:44:00,USD/RUB,90.25,vk,2022-03-28
978,2022-03-29,18:44:00,CAD/RUB,68.1855,vk,2022-03-29
979,2022-03-29,18:44:00,CHF/RUB,91.6544,vk,2022-03-29
980,2022-03-29,18:44:00,GBP/RUB,112.0612,vk,2022-03-29
981,2022-03-29,18:44:00,JPY/RUB,0.69509,vk,2022-03-29
982,2022-03-29,18:44:00,TRY/RUB,5.7519,vk,2022-03-29
983,2022-03-29,18:44:00,USD/RUB,85.3,vk,2022-03-29
984,2022-03-30,18:44:00,CAD/RUB,67.6168,vk,2022-03-30
985,2022-03-30,18:44:00,CHF/RUB,91.4249,vk,2022-03-30
986,2022-03-30,18:44:00,GBP/RUB,111.0631,vk,2022-03-30
987,2022-03-30,18:44:00,JPY/RUB,0.69242,vk,2022-03-30
988,2022-03-30,18:44:00,TRY/RUB,5.6907,vk,2022-03-30
989,2022-03-30,18:44:00,USD/RUB,84.3925,vk,2022-03-30
990,2022-03-31,18:44:00,CAD/RUB,66.8498,vk,2022-03-31
991,2022-03-31,18:44:00,CHF/RUB,90.5987,vk,2022-03-31
992,2022-03-31,18:44:00,GBP/RUB,109.7579,vk,2022-03-31
993,2022-03-31,18:44:00,JPY/RUB,0.6871,vk,2022-03-31
994,2022-03-31,18:44:00,TRY/RUB,5.698,vk,2022-03-31
995,2022-03-31,18:44:00,USD/RUB,83.4686,vk,2022-03-31
996,2022-04-01,18:44:00,CAD/RUB,67.3388,vk,2022-04-01
997,2022-04-01,18:44:00,CHF/RUB,90.9338,vk,2022-04-01
998,2022-04-01,18:44:00,GBP/RUB,110.0,vk,2022-04-01
999,2022-04-01,18:44:00,JPY/RUB,0.68648,vk,2022-04-01
1000,2022-04-01,18:44:00,TRY/RUB,5.7373,vk,2022-04-01
1001,2022-04-01,18:44:00,USD/RUB,84.2274,vk,2022-04-01
1002,2022-04-04,18:44:00,CAD/RUB,66.8104,vk,2022-04-04
1003,2022-04-04,18:44:00,CHF/RUB,90.1761,vk,2022-04-04
1004,2022-04-04,18:44:00,GBP/RUB,109.5907,vk,2022-04-04
1005,2022-04-04,18:44:00,JPY/RUB,0.68278,vk,2022-04-04
1006,2022-04-04,18:44:00,TRY/RUB,5.6868,vk,2022-04-04
1007,2022-04-04,18:44:00,USD/RUB,83.5198,vk,2022-04-04
1008,2022-04-05,18:44:00,CAD/RUB,66.735,vk,2022-04-05
1009,2022-04-05,18:44:00,CHF/RUB,89.9741,vk,2022-04-05
1010,2022-04-05,18:44:00,GBP/RUB,109.3245,vk,2022-04-05
1011,2022-04-05,18:44:00,JPY/RUB,0.68015,vk,2022-04-05
1012,2022-04-05,18:44:00,TRY/RUB,5.6668,vk,2022-04-05
1013,2022-04-05,18:44:00,USD/RUB,83.4688,vk,2022-04-05
1014,2022-04-06,18:44:00,CAD/RUB,66.337,vk,2022-04-06
1015,2022-04-06,18:44:00,CHF/RUB,88.5655,vk,2022-04-06
1016,2022-04-06,18:44:00,GBP/RUB,108.3249,vk,2022-04-06
1017,2022-04-06,18:44:00,JPY/RUB,0.6661,vk,2022-04-06
1018,2022-04-06,18:44:00,TRY/RUB,5.607,vk,2022-04-06
1019,2022-04-06,18:44:00,USD/RUB,79.8988,vk,2022-04-06
1020,2022-04-07,18:44:00,CAD/RUB,60.9599,vk,2022-04-07
1021,2022-04-07,18:44:00,CHF/RUB,81.7219,vk,2022-04-07
1022,2022-04-07,18:44:00,GBP/RUB,99.8479,vk,2022-04-07
1023,2022-04-07,18:44:00,JPY/RUB,0.61675,vk,2022-04-07
1024,2022-04-07,18:44:00,TRY/RUB,5.1726,vk,2022-04-07
1025,2022-04-07,18:44:00,USD/RUB,76.0105,vk,2022-04-07
1026,2022-04-08,18:44:00,CAD/RUB,59.4804,vk,2022-04-08
1027,2022-04-08,18:44:00,CHF/RUB,80.0365,vk,2022-04-08
1028,2022-04-08,18:44:00,GBP/RUB,97.7991,vk,2022-04-08
1029,2022-04-08,18:44:00,JPY/RUB,0.60363,vk,2022-04-08
1030,2022-04-08,18:44:00,TRY/RUB,5.0799,vk,2022-04-08
1031,2022-04-08,18:44:00,USD/RUB,75.79,vk,2022-04-08
1032,2022-04-11,18:44:00,CAD/RUB,62.88,vk,2022-04-11
1033,2022-04-11,18:44:00,CHF/RUB,84.6989,vk,2022-04-11
1034,2022-04-11,18:44:00,GBP/RUB,102.9629,vk,2022-04-11
1035,2022-04-11,18:44:00,JPY/RUB,0.63328,vk,2022-04-11
1036,2022-04-11,18:44:00,TRY/RUB,5.3743,vk,2022-04-11
1037,2022-04-11,18:44:00,USD/RUB,79.2112,vk,2022-04-11
1038,2022-04-12,18:44:00,CAD/RUB,63.0912,vk,2022-04-12
1039,2022-04-12,18:44:00,CHF/RUB,85.3456,vk,2022-04-12
1040,2022-04-12,18:44:00,GBP/RUB,103.8421,vk,2022-04-12
1041,2022-04-12,18:44:00,JPY/RUB,0.63433,vk,2022-04-12
1042,2022-04-12,18:44:00,TRY/RUB,5.4255,vk,2022-04-12
1043,2022-04-12,18:44:00,USD/RUB,79.679,vk,2022-04-12
1044,2022-04-13,18:44:00,CAD/RUB,63.2853,vk,2022-04-13
1045,2022-04-13,18:44:00,CHF/RUB,85.7004,vk,2022-04-13
1046,2022-04-13,18:44:00,GBP/RUB,104.1046,vk,2022-04-13
1047,2022-04-13,18:44:00,JPY/RUB,0.63573,vk,2022-04-13
1048,2022-04-13,18:44:00,TRY/RUB,5.4789,vk,2022-04-13
1049,2022-04-13,18:44:00,USD/RUB,79.9,vk,2022-04-13
1050,2022-04-14,18:44:00,CAD/RUB,64.4785,vk,2022-04-14
1051,2022-04-14,18:44:00,CHF/RUB,86.939,vk,2022-04-14
1052,2022-04-14,18:44:00,GBP/RUB,105.9833,vk,2022-04-14
1053,2022-04-14,18:44:00,JPY/RUB,0.64875,vk,2022-04-14
1054,2022-04-14,18:44:00,TRY/RUB,5.5652,vk,2022-04-14
1055,2022-04-14,18:44:00,USD/RUB,80.3989,vk,2022-04-14
1056,2022-04-15,18:44:00,CAD/RUB,63.5217,vk,2022-04-15
1057,2022-04-15,18:44:00,CHF/RUB,85.6082,vk,2022-04-15
1058,2022-04-15,18:44:00,GBP/RUB,104.361,vk,2022-04-15
1059,2022-04-15,18:44:00,JPY/RUB,0.63326,vk,2022-04-15
1060,2022-04-15,18:44:00,TRY/RUB,5.4708,vk,2022-04-15
1061,2022-04-15,18:44:00,USD/RUB,79.9969,vk,2022-04-15
1062,2022-04-18,18:44:00,CAD/RUB,63.0529,vk,2022-04-18
1063,2022-04-18,18:44:00,CHF/RUB,84.9764,vk,2022-04-18
1064,2022-04-18,18:44:00,GBP/RUB,103.5907,vk,2022-04-18
1065,2022-04-18,18:44:00,JPY/RUB,0.62739,vk,2022-04-18
1066,2022-04-18,18:44:00,TRY/RUB,5.4277,vk,2022-04-18
1067,2022-04-18,18:44:00,USD/RUB,79.537,vk,2022-04-18
1068,2022-04-19,18:44:00,CAD/RUB,62.6317,vk,2022-04-19
1069,2022-04-19,18:44:00,CHF/RUB,83.531,vk,2022-04-19
1070,2022-04-19,18:44:00,GBP/RUB,103.1166,vk,2022-04-19
1071,2022-04-19,18:44:00,JPY/RUB,0.62061,vk,2022-04-19
1072,2022-04-19,18:44:00,TRY/RUB,5.3954,vk,2022-04-19
1073,2022-04-19,18:44:00,USD/RUB,78.379,vk,2022-04-19
1074,2022-04-20,18:44:00,CAD/RUB,61.059,vk,2022-04-20
1075,2022-04-20,18:44:00,CHF/RUB,81.3004,vk,2022-04-20
1076,2022-04-20,18:44:00,GBP/RUB,100.1281,vk,2022-04-20
1077,2022-04-20,18:44:00,JPY/RUB,0.59568,vk,2022-04-20
1078,2022-04-20,18:44:00,TRY/RUB,5.2595,vk,2022-04-20
1079,2022-04-20,18:44:00,USD/RUB,76.4845,vk,2022-04-20
1080,2022-04-21,18:44:00,CAD/RUB,59.9896,vk,2022-04-21
1081,2022-04-21,18:44:00,CHF/RUB,79.0795,vk,2022-04-21
1082,2022-04-21,18:44:00,GBP/RUB,97.8587,vk,2022-04-21
1083,2022-04-21,18:44:00,JPY/RUB,0.58465,vk,2022-04-21
1084,2022-04-21,18:44:00,TRY/RUB,5.1111,vk,2022-04-21
1085,2022-04-21,18:44:00,USD/RUB,74.5117,vk,2022-04-21
1086,2022-04-22,18:44:00,CAD/RUB,58.6679,vk,2022-04-22
1087,2022-04-22,18:44:00,CHF/RUB,76.9283,vk,2022-04-22
1088,2022-04-22,18:44:00,GBP/RUB,95.7844,vk,2022-04-22
1089,2022-04-22,18:44:00,JPY/RUB,0.57153,vk,2022-04-22
1090,2022-04-22,18:44:00,TRY/RUB,4.9935,vk,2022-04-22
1091,2022-04-22,18:44:00,USD/RUB,75.7728,vk,2022-04-22
1092,2022-04-25,18:44:00,CAD/RUB,57.7556,vk,2022-04-25
1093,2022-04-25,18:44:00,CHF/RUB,76.5214,vk,2022-04-25
1094,2022-04-25,18:44:00,GBP/RUB,94.2177,vk,2022-04-25
1095,2022-04-25,18:44:00,JPY/RUB,0.56966,vk,2022-04-25
1096,2022-04-25,18:44:00,TRY/RUB,4.9837,vk,2022-04-25
1097,2022-04-25,18:44:00,USD/RUB,73.1189,vk,2022-04-25
1098,2022-04-26,18:44:00,CAD/RUB,56.9908,vk,2022-04-26
1099,2022-04-26,18:44:00,CHF/RUB,75.7463,vk,2022-04-26
1100,2022-04-26,18:44:00,GBP/RUB,92.4639,vk,2022-04-26
1101,2022-04-26,18:44:00,JPY/RUB,0.56982,vk,2022-04-26
1102,2022-04-26,18:44:00,TRY/RUB,4.927,vk,2022-04-26
1103,2022-04-26,18:44:00,USD/RUB,72.8563,vk,2022-04-26
1104,2022-04-27,18:44:00,CAD/RUB,56.948,vk,2022-04-27
1105,2022-04-27,18:44:00,CHF/RUB,75.4883,vk,2022-04-27
1106,2022-04-27,18:44:00,GBP/RUB,91.9773,vk,2022-04-27
1107,2022-04-27,18:44:00,JPY/RUB,0.57104,vk,2022-04-27
1108,2022-04-27,18:44:00,TRY/RUB,4.9306,vk,2022-04-27
1109,2022-04-27,18:44:00,USD/RUB,72.8004,vk,2022-04-27
1110,2022-04-28,18:44:00,CAD/RUB,56.3574,vk,2022-04-28
1111,2022-04-28,18:44:00,CHF/RUB,74.4391,vk,2022-04-28
1112,2022-04-28,18:44:00,GBP/RUB,90.3908,vk,2022-04-28
1113,2022-04-28,18:44:00,JPY/RUB,0.55655,vk,2022-04-28
1114,2022-04-28,18:44:00,TRY/RUB,4.8817,vk,2022-04-28
1115,2022-04-28,18:44:00,USD/RUB,71.812,vk,2022-04-28
1116,2022-04-29,18:44:00,CAD/RUB,55.3618,vk,2022-04-29
1117,2022-04-29,18:44:00,CHF/RUB,73.2959,vk,2022-04-29
1118,2022-04-29,18:44:00,GBP/RUB,88.3464,vk,2022-04-29
1119,2022-04-29,18:44:00,JPY/RUB,0.54676,vk,2022-04-29
1120,2022-04-29,18:44:00,TRY/RUB,4.8011,vk,2022-04-29
1121,2022-04-29,18:44:00,USD/RUB,71.3838,vk,2022-04-29
1122,2022-05-04,18:44:00,CAD/RUB,54.0328,vk,2022-05-04
1123,2022-05-04,18:44:00,CHF/RUB,70.8038,vk,2022-05-04
1124,2022-05-04,18:44:00,GBP/RUB,86.8672,vk,2022-05-04
1125,2022-05-04,18:44:00,JPY/RUB,0.53368,vk,2022-05-04
1126,2022-05-04,18:44:00,TRY/RUB,4.6908,vk,2022-05-04
1127,2022-05-04,18:44:00,USD/RUB,67.2241,vk,2022-05-04
1128,2022-05-05,18:44:00,CAD/RUB,51.7079,vk,2022-05-05
1129,2022-05-05,18:44:00,CHF/RUB,67.714,vk,2022-05-05
1130,2022-05-05,18:44:00,GBP/RUB,82.7906,vk,2022-05-05
1131,2022-05-05,18:44:00,JPY/RUB,0.50925,vk,2022-05-05
1132,2022-05-05,18:44:00,TRY/RUB,4.476,vk,2022-05-05
1133,2022-05-05,18:44:00,USD/RUB,67.2099,vk,2022-05-05
1134,2022-05-06,18:44:00,CAD/RUB,52.5537,vk,2022-05-06
1135,2022-05-06,18:44:00,CHF/RUB,68.4382,vk,2022-05-06
1136,2022-05-06,18:44:00,GBP/RUB,83.3813,vk,2022-05-06
1137,2022-05-06,18:44:00,JPY/RUB,0.51636,vk,2022-05-06
1138,2022-05-06,18:44:00,TRY/RUB,4.5393,vk,2022-05-06
1139,2022-05-06,18:44:00,USD/RUB,69.2049,vk,2022-05-06
1140,2022-05-11,18:44:00,CAD/RUB,52.9042,vk,2022-05-11
1141,2022-05-11,18:44:00,CHF/RUB,69.6468,vk,2022-05-11
1142,2022-05-11,18:44:00,GBP/RUB,84.7613,vk,2022-05-11
1143,2022-05-11,18:44:00,JPY/RUB,0.52791,vk,2022-05-11
1144,2022-05-11,18:44:00,TRY/RUB,4.527,vk,2022-05-11
1145,2022-05-11,18:44:00,USD/RUB,66.8708,vk,2022-05-11
1146,2022-05-12,18:44:00,CAD/RUB,50.726,vk,2022-05-12
1147,2022-05-12,18:44:00,CHF/RUB,66.0293,vk,2022-05-12
1148,2022-05-12,18:44:00,GBP/RUB,81.1868,vk,2022-05-12
1149,2022-05-12,18:44:00,JPY/RUB,0.5071,vk,2022-05-12
1150,2022-05-12,18:44:00,TRY/RUB,4.2996,vk,2022-05-12
1151,2022-05-12,18:44:00,USD/RUB,63.3116,vk,2022-05-12
1152,2022-05-13,18:44:00,CAD/RUB,48.9147,vk,2022-05-13
1153,2022-05-13,18:44:00,CHF/RUB,63.7608,vk,2022-05-13
1154,2022-05-13,18:44:00,GBP/RUB,77.9901,vk,2022-05-13
1155,2022-05-13,18:44:00,JPY/RUB,0.4948,vk,2022-05-13
1156,2022-05-13,18:44:00,TRY/RUB,4.1506,vk,2022-05-13
1157,2022-05-13,18:44:00,USD/RUB,64.1814,vk,2022-05-13
1158,2022-05-16,18:44:00,CAD/RUB,48.9805,vk,2022-05-16
1159,2022-05-16,18:44:00,CHF/RUB,63.1477,vk,2022-05-16
1160,2022-05-16,18:44:00,GBP/RUB,77.5292,vk,2022-05-16
1161,2022-05-16,18:44:00,JPY/RUB,0.49201,vk,2022-05-16
1162,2022-05-16,18:44:00,TRY/RUB,4.106,vk,2022-05-16
1163,2022-05-16,18:44:00,USD/RUB,63.5505,vk,2022-05-16
1164,2022-05-17,18:44:00,CAD/RUB,49.3038,vk,2022-05-17
1165,2022-05-17,18:44:00,CHF/RUB,63.7724,vk,2022-05-17
1166,2022-05-17,18:44:00,GBP/RUB,77.8399,vk,2022-05-17
1167,2022-05-17,18:44:00,JPY/RUB,0.49129,vk,2022-05-17
1168,2022-05-17,18:44:00,TRY/RUB,4.079,vk,2022-05-17
1169,2022-05-17,18:44:00,USD/RUB,63.6067,vk,2022-05-17
1170,2022-05-18,18:44:00,CAD/RUB,49.5281,vk,2022-05-18
1171,2022-05-18,18:44:00,CHF/RUB,63.7428,vk,2022-05-18
1172,2022-05-18,18:44:00,GBP/RUB,79.2647,vk,2022-05-18
1173,2022-05-18,18:44:00,JPY/RUB,0.49157,vk,2022-05-18
1174,2022-05-18,18:44:00,TRY/RUB,4.0223,vk,2022-05-18
1175,2022-05-18,18:44:00,USD/RUB,63.448,vk,2022-05-18
1176,2022-05-19,18:44:00,CAD/RUB,48.5968,vk,2022-05-19
1177,2022-05-19,18:44:00,CHF/RUB,63.9114,vk,2022-05-19
1178,2022-05-19,18:44:00,GBP/RUB,77.461,vk,2022-05-19
1179,2022-05-19,18:44:00,JPY/RUB,0.48601,vk,2022-05-19
1180,2022-05-19,18:44:00,TRY/RUB,3.9161,vk,2022-05-19
1181,2022-05-19,18:44:00,USD/RUB,61.6243,vk,2022-05-19
1182,2022-05-20,18:44:00,CAD/RUB,45.9725,vk,2022-05-20
1183,2022-05-20,18:44:00,CHF/RUB,60.5327,vk,2022-05-20
1184,2022-05-20,18:44:00,GBP/RUB,73.543,vk,2022-05-20
1185,2022-05-20,18:44:00,JPY/RUB,0.46091,vk,2022-05-20
1186,2022-05-20,18:44:00,TRY/RUB,3.6954,vk,2022-05-20
1187,2022-05-20,18:44:00,USD/RUB,60.2207,vk,2022-05-20
1188,2022-05-23,18:44:00,CAD/RUB,45.3727,vk,2022-05-23
1189,2022-05-23,18:44:00,CHF/RUB,60.0585,vk,2022-05-23
1190,2022-05-23,18:44:00,GBP/RUB,72.563,vk,2022-05-23
1191,2022-05-23,18:44:00,JPY/RUB,0.45561,vk,2022-05-23
1192,2022-05-23,18:44:00,TRY/RUB,3.6519,vk,2022-05-23
1193,2022-05-23,18:44:00,USD/RUB,57.8002,vk,2022-05-23
1194,2022-05-24,18:44:00,CAD/RUB,44.4064,vk,2022-05-24
1195,2022-05-24,18:44:00,CHF/RUB,59.1517,vk,2022-05-24
1196,2022-05-24,18:44:00,GBP/RUB,71.6157,vk,2022-05-24
1197,2022-05-24,18:44:00,JPY/RUB,0.44552,vk,2022-05-24
1198,2022-05-24,18:44:00,TRY/RUB,3.5912,vk,2022-05-24
1199,2022-05-24,18:44:00,USD/RUB,56.6822,vk,2022-05-24
1200,2022-05-25,18:44:00,CAD/RUB,43.8949,vk,2022-05-25
1201,2022-05-25,18:44:00,CHF/RUB,58.4749,vk,2022-05-25
1202,2022-05-25,18:44:00,GBP/RUB,70.5152,vk,2022-05-25
1203,2022-05-25,18:44:00,JPY/RUB,0.44341,vk,2022-05-25
1204,2022-05-25,18:44:00,TRY/RUB,3.4971,vk,2022-05-25
1205,2022-05-25,18:44:00,USD/RUB,59.4685,vk,2022-05-25
1206,2022-05-26,18:44:00,CAD/RUB,48.3364,vk,2022-05-26
1207,2022-05-26,18:44:00,CHF/RUB,64.4469,vk,2022-05-26
1208,2022-05-26,18:44:00,GBP/RUB,77.8411,vk,2022-05-26
1209,2022-05-26,18:44:00,JPY/RUB,0.48674,vk,2022-05-26
1210,2022-05-26,18:44:00,TRY/RUB,3.811,vk,2022-05-26
1211,2022-05-26,18:44:00,USD/RUB,64.8931,vk,2022-05-26
